,song_id,song_artist,song_lyrics
0,80019056,보아 (BoA),"[どんな夢見てるの? 忘れたくない 
돈나유메미-테루노? 와-스레타쿠나이
어떤 꿈을 꾸고 있어? 잊고싶지 않아 

まつげに kiss した lips 眠そおな smile
마쯔게니 kiss 시타 lips 네무소오나 smile
속눈썹에 키스한 입술 잠들것 같은 smile 

夜空に吸いこまれ 風のないま夜中 
요소라니스이코마레 카제노나이마요-나카
밤하늘에 빨려들어 바람이 없는 한밤중에 

二人で未來へ飛べたんだ 
후타리데미라이헤토베타응다 
두사람이 미래로 날아간다 

ささやいた時間だけが 君だけが 回り出すよ 
사사야이타-지카응다케가 키미다케가 마와리다스요 
속삭이는 시간과 그대만이 돌기 시작해 

amazing kiss 星は輝き 
amazing kiss 호시와카가야키
별은 빛나고 

重なり合った 靑い炎 
카사나리앗타 아오이호도
서로 겹쳐지는 푸른 불꽃 

奇跡を描いた 形無き光 
키세키오에가이타카타치나키히카리
기적을 그리는 무형의 빛 

precious in my love 
tu ru tu tu yea~ 

(i remember)
 amazing kiss this is only shooting star 

消えてしまった I'm in love wow 
키에테시마앗타 I'm in love wow
사라져버린 I'm in love wow 

喜びも愛も とけこんだ宇宙 
요로코비모아이모 토케콘다우츄우
기쁨도 사랑도 녹아버리는 우주 

precious in my love 
tu ru tu tu yea~ 

話が途切れるとつとわる想い 
하나시가토기레루토츠토와루오모이 
이야기가 멈추자 밀려오는 생각 

秘密の言葉を見つけたね 
히미츠노코토바오미츠케타네 
비밀의 단어를 찾아냈군요 

波に映る月がゆれ動くみたいに 
나미니우츠루츠키가유레우고쿠미타이니
파도에 비치는 달이 흔들리는 것 같이 

瞳のおくへと漂った 
히토미노오쿠에토타다요옷타 
눈동자에 감돌았다 

目ぢゃめれば 月の夜が 愛しさが 近づいたよ 
메자메레바 츠키노요루가 이토시사가 치카즈이타요 
눈을 뜨면 달밤의 사랑스러움이 가까워졌어요 

amazing kiss 散りばめられたガラスの粒が 
amazing kiss 치리바메라레타가라스노츠부가
흩어지는 유리알이 

響きあう銀河を流れた 
히비키아우긴가오나가레타 
울림이 있는 은하를 흘러가고 

終わり無き誓い 
오와리나키치카이
끝나지 않는 맹세를 한다 

precious in my love 
tu ru tu tu yea~ 

(I remember) 
amazing kiss this is only shooting star 

消えてしまった I'm in love wow 
키에테시마앗타 I'm in love wow 
사라져버린 I'm in love wow 

喜びも愛も とけこんだ宇宙 
요로코비모아이모 토케콘다우츄우 
기쁨도 사랑도 녹아버리는 우주 

precious in my love 
tu ru tu tu yea~ 

君は永遠につよい 
키미와에이엔니쯔요이 
그대는 영원히 강한 

眩しい夢の輝き 
마부시이유메노카가야키
어두운 꿈의 빛 

きっとまた巡り合う 
킷토마타메구리아우
꼭 다시 만날꺼야 

信じたい destiny 
신지타이 destiny 
믿고싶은 destiny 

冷たい壁にからだを 
쯔메타이카베니카라다오 
차가운 벽에 몸을 

醒めることのない my love 
사메루코토노나이 my love
깨뜨리는 것이 아닌 my love 

I don't forget you wow 果てしない 
I don't forget you wow 하테시나이
끝없는 
Just the way you are 

amazing kiss 星は輝き 
amazing kiss 호시와카가야키
amazing kiss 별은 빛나고 

重なり合った 靑い炎 
카사나리앗타 아오이호도 
서로 겹쳐지는 푸른 불꽃 

奇跡を描いた 形無き光 
키세키오에가이타카타치나키히카리
기적을 그리는 무형의 빛

precious in my love 
tu ru tu tu yea~ 

(I remember) 
amazing kiss this is only shooting star 

消えてしまった I'm in love wow 
키에테시마앗타 I'm in love wow
사라져버린 I'm in love wow 

喜びも愛も とけこんだ宇宙 
요로코비모아이모 토케콘다우츄우
기쁨도 사랑도 녹아버리는 우주 

precious in my love 
tu ru tu tu yea~ 

amazing kiss 散りばめられたガラスの粒が 
amazing kiss 치리바메라레타가라스노츠부가 
amazing kiss 흩어지는 유리알이 

響きあう銀河を流れた 
히비키아우긴가오나가레타
울림이 있는 은하를 흘러가고 

終わり無き誓い 
오와리나키치카이
끝나지 않는 맹세를 한다 

precious in my love 
tu ru tu tu yea ]"
1,1555920,보아 (BoA),[]
2,80006880,신화,"[깊은 시간 속에서 오늘도 나 
할 수 없었던 일, 또 하나의 기대, 그
대를 원하는 날 봤죠. 
바래진 그림들 속에, 
익숙한 그대의 모습. 
이미 내 곁에는 올해 
또 다른 날들. 
우리 내일이 밝아도 
오늘과 똑같은 얘기. 
너와 우리만의 얘기 가득 차기를. 
깊이 잠든 니 얼굴 바라 본 날. 
그 흩날린 눈빛, 그 겨울 속 그때, 
이젠 세상을 보아요. 
별빛에 가려진 물결 
짙어진 그 안에  모습. 
이미 우리 곁에 머문
또 다른 날들.
우리 다음이 되어도 
지금과 똑같은 얘기,
너와 우리만을 비춘 모습뿐이길..

As the time 
slowly passes through the moonlight 
double clouds 
through the darkness we better shine 
it's you that I find 
abuses heart broken and abuses 
people look at it like the I'm like 
pow what just I did 
지친 내 맘에 불어 온 시원한 바람
비바람 속에 찾아낸 나만의 사랑 
내 가슴에 전해진 소중한 나만의 너.. 
이 세상 무엇과도 바꿀 수 없는 너..

오늘 널 느낀 우리의 시간. 
아침 햇살 속의 널, 
스친 날 향한 바람 너머 
I believe in your love, 처음 널 본 것처럼.. 
We wish you a Merry Christmas, 
We wish you a Merry Christmas, 
We wish you a Merry Christmas. 
And happy new year 
We wish you a Merry Christmas, 
We wish you a Merry Christmas, 
We wish you a Merry Christmas. 
And happy new year 
We wish you a Merry Christmas. 
And happy new year..
]"
3,80297698,보아 (BoA),"[イタズラな笑顔で　                
이타즈라나에가오데 
장난스런 얼굴로

ク-ルなやさしさで
cool나야사시사데
쿨한 상냥함으로

誘ってるあなたの　瞳のおく
사솟테루아나타노 히토미노오쿠 
유혹하고 있는 당신의 눈동자 속으로

引きもこまれそう
히키코마레소오
빨려 들어갈 것만 같아

リアルと夢のハザマでゆれぬ
리아루토유메노하자마데유레누
현실과 꿈의 틈에서 흔들리지 않는 

このキモチ
코노키모치
이 마음

Because I Just want you, want you
당신을 단지 원하고 원하기 때문에

心熱くさわぎ出す
코코로아츠쿠사와기다스
마음이 뜨겁게 소리치기 시작해

縮まらない距離もどかしいよ
치지마라나이쿄리모도카시이요
줄어들지 않는 거리가 답답하다고

もっともっと甘いワナ
못토못토아마이와나
좀 더 좀 더 달콤한 덫에

仕掛けられたこの願い
시카케라레타이코노네가이
빠져들고 싶은 이 소망

Feeling Feeling The Sound of Love 
사랑의 소리를 느끼도록

響かせたい
히비카세타이
울려퍼지게 하고 싶어

妖麗な夢見て
요-레이나유메미테
요염한 꿈을 꾸고서

コイ焦がれてる　Prayer
코이코가레테루 Prayer
사랑에 애태우는 기도

月影はさまよう　あなたの誘惑にいたって
츠키카게와사마요우 아나타노유-와쿠니이탓테
너의 유혹에 다다라서 달 그림자는 방황해

こわれそうなコドクが密かに震えてる
코와레소-나코도쿠가히소카니후루에테루
부서질 것 같은 고독이 몰래 떨리고 있어

Because You Are Special, Special
넌 내게 특별하기 때문에

心拍スウが急上昇
심파쿠스-가큐-죠-쇼- 
심장 박동수가 급격히 상승해

想像の域　超えるくらい
소-조-노이키코에루쿠라이
상상의 영역을 뛰어넘을 정도로

もっともっと甘い溶かして
못토못토아마이코토바데
좀 더 좀 더 달콤한 말로

解かしてときめきを
토카시테토키메키오 
날 녹여줘 두근거림을

Shaking Shaking The Sound of Love
사랑의 소리가 흔들리도록

奏でたいの
카나데타이노
연주하고 싶어 

リアルと夢のハザマでゆれぬ
리아루토유메노하자마데유레누
현실과 꿈의 틈에서 흔들리지 않는 

このキモチ
코노키모치
이 마음

Because I Just want you, want you
당신을 단지 원하고 원하기 때문에

心熱くさわぎ出す
코코로아츠쿠사와기다스
마음이 뜨겁게 소리치기 시작해

縮まらない距離もどかしいよ
치지마라나이쿄리모도카시이요
줄어들지 않는 거리가 답답하다고

もっともっと甘いワナ
못토못토아마이와나
좀 더 좀 더 달콤한 덫에

仕掛けられたこの願い
시카케라레타이코노네가이
빠져들고 싶은 이 소망

Feeling Feeling The Sound of Love 
사랑의 소리를 느끼도록

響かせたい
히비카세타이
울려퍼지게 하고 싶어

want you, want you
]"
4,80073462,보아 (BoA),"[時間は風のような早さで過ぎるけれど 
지칸와카제노요-나하야사데스기루케레도 
시간은바람과같은속도로흐르고있지만 

大切なものはいつも守って來たつもりだよ 
타이세츠나모노와이츠모마못테키타츠모리다요 
소중한것은언제나지켜왔어요 

まっすぐな瞳には君だけを映すよ 
맛스구나히토미니와키미다케오우츠스요 
곧게보는눈동자에는그대만을비추어요 

You still my NO.1 

君と出逢い輝いてるこの瞬間を感じているよ 
키미토데아이카가야이테루코노슈운칸오칸지테이루요 
그대와만나서빛나고있는지금이순간을느끼고있어요 

願いを屆け you still my NO.1 
네가이오토도케 you still my NO.1 
바램을전해서 you still my NO.1 

迷ったりあ-惱んだり時には淚を見せて 
마욧타리아-나얀다리토키니와나미다오미세테 
방황하거나아-고민하거나때로는눈물도보이면서 

信じる强さを知って行く 
신지루츠요사오시테유쿠 
믿는강함을알아가요 

そう出來ないことなんて一つないよ 
소-데키나이코토난테나니히토츠나이요 
그래요할수없는일이란하나도없어요 

You still my NO.1 

君と出逢い信じること
키미토데아이신지루코토
그대와만나 믿는다는거

忘れない勇氣を見つけたよ 
와스레나이유-키오미츠케타요 
 잊지않는용기를발견했어요 

願いをこめて you still my NO.1 
네가이오코메테 you still my NO.1 
바램을담아서 you still my NO.1 

手を伸ばせば屆きそうな夢の先には 
테오노바세바토도키소-나유메노사키니와 
손을뻗으면닿을것같은꿈의저편에는 

一つ一つ重ねて來た答えが-ほら 
히토츠히토츠카사네테키타코타에가-호라 
하나하나겹쳐져온해답이-봐요 

You still my NO.1
 
君と出逢い輝いてるこの瞬間を感じているよ 
키미토데아이카가야이테루코노슈운칸오칸지테이루요 
그대와만나서빛나고있는지금이순간을느끼고있어요 

願いを屆け you still my NO.1 
네가이오토도케 you still my NO.1 
바램을전해서 you still my NO.1 

君と出逢い信じること
키미토데아이신지루코토
그대와만나서믿는다는 거

忘れない勇氣を見つけたよ 
와스레나이유-키오미츠케타요 
잊지않는용기를발견했어요 

願いをこめて you still my NO.1 
네가이오코메테 you still my NO.1 
바램을담아서 you still my NO.1 

You still my NO.1
]"
5,80019038,보아 (BoA),"[Every Heart-ミンナノキモチ- (Instrumental) 

いくつ淚を流したら 
이쿠쯔 나미다오 나가시따라 
얼마나 눈물을 흘리면 

Every Heart 素直になれるだろう 
Every Heart 스나오니 나레루다로 
Every Heart 솔직해질 수 있을까 

だれに想いを傳えたら 
다레니 오모이오 쯔따에따라 
누구에게 생각을 전하면 

Every Heart 心滿たされるのだろう 
Every Heart 코코로 미타사레루노다로 
Every Heart 마음이 채워질 수 있을까 

長い長い夜に脅えていた 
나가이나가이 요루니 오비에떼이따 
길고 긴 밤 두려워하고 있었지 

遠い星に祈ってた 
토오이 호시니 이노옷떼따 
먼 별에게 기도했어 


* 巡る巡る時の中で 
메구루 메구루 토키노 나까데 
돌고 도는 시간 속에서 

僕たちは愛を探している 
보꾸타치와 아이오 사가시떼이루 
우리는 사랑을 찾고있어 

强く强くなりたいから 
쯔요꾸 쯔요꾸 나리따이까라 
강하게 강하게 되고싶어서 

今日も高い空見上げている 
쿄오모 타까이 소라 미아게떼이루 
오늘도 높은 하늘을 올려다 보고있어 



どんな笑顔に出合えたら 
돈나 에가오니 데아에따라 
어떤 웃는 얼굴을 만나면 

Every Heart 夢に振り出せるの 
Every Heart 유메니 후리다세루노 
Every Heart 꿈에 나올까 

人は悲しみの向こうに 
히또와 카나시미노무꼬오니 
인간은 슬픔의 저편에 

Every Heart 幸せ浮べて眠る 
Every Heart 시아와세 우카베떼 네무루 
Every Heart 행복을 그리며 잠들어 

いつかいつか全ての魂が 
이쯔카이쯔카 스베떼노 타마시이가 
언젠가 언젠가 모든 영혼들이 

安らかになれるように 
야스라카니 나레루요오니 
편안해 질 수 있도록 


** 巡る巡る時の中で 
메구루 메구루 토키노 나까데 
돌고 도는 시간 속에서 

僕たちは生きて何かを知る 
보쿠타치와 이키테 나니까오시루 
우리는 살아가며 무언가를 경험한다 

時に笑い少し泣いて 
토키니 와라이 스코시 나이떼 
때로는 웃고 조금 울기도 하면서 

今日もまた步き續けて行く 
쿄오모 마타 아루키쯔즈케떼유쿠 
오늘도 또 계속 걸어가 


幼い記憶の片隅に 
오사나이 키오쿠노 카타스미니 
어릴적 기억 한구석에 

暖かな場所がある so sweet 
아타타까나 바쇼가 아루 so sweet 
따뜻한 장소가 있어 so sweet 

星たちが話す未來は 
호시타치가 하나스 미라이와 
별들이 말하는 미래는 

いつも輝いていた so shine 
이쯔모 카가야이떼이따 so shine 
언제나 빛나고 있었어 so shine 

]"
6,32553608,보아 (BoA),"[サイドシート バックと携帯(けいたい)投(な)げ込(こ)んで
粉雪(こなゆき)光(ひか)るカーブを抜(ぬ)ける カブリオレ
ひとり気(き)ままに ビルの月(つき)を追(お)い越(こ)すの
I KNOW LONELINESS IS BEST FRIEND
わかってるの 6時半(じはん)待(ま)ち合(あ)わせても
あなたいつも 7時過(じす)ぎに現(あらわ)れる
やりたいこと思(おも)い切(き)り やりたいんでしょう?
MAMA SAYS A MAN IS DREAMER
本音(ほんね)って 言(い)えないもんだね
(CAN'T LOVE ANYMOREお互(たが)い様(さま)ね)
最高(さいこう)に 愛(あい)してるのに
抱(だ)きしめる 弱(よわ)いあなたさえ
TRUE LOVE 私(わたし)には天使(てんし)
どうなったって ただあなたが好(す)き
帰(かえ)る場所(ばしょ)なら その胸(むね)
忙(いそが)しい朝(あさ)選(えら)び取(と)る
履(は)き慣(な)れてる SHOES
諸行無常(しょぎょうむじょう)
シンデレラは本(ほん)の世界(せかい)
シアワセは意外(いがい)と足元(あしもと)
無口(むくち)に DANCE
BABY WILL YOU DANCE TAKE A CHANCE
道(みち)が一本(いっぽん)だけなら
(SHOW ME WHERE TO GO?
手(て)の鳴(な)るほうへ)
迷(まよ)うことないのに
ひとりずつ それが望(のぞ)みなら
地(ち)の果(は)てまで 走(はし)るわ
傷(きず)ついた その羽(はね)を癒(いや)す
SO SWEET てのひらをあげる
Hey what is that you're looking for?
The first time I saw you
I didn't expect this arrow to fly straight
into my heart
Tell me why is it so hard to control
these emotions?
I'm not a girl but I'm not a woman either
Hold you
本音(ほんね)って 言(い)えないもんだね
(CAN'T LOVE ANYMORE お互(たが)い様(さま)ね)
最高(さいこう)に 愛(あい)してるのに
抱(だ)きしめる 弱(よわ)いあなたさえ
TRUE LOVE 私(わたし)には天使(てんし)
どうなったって ただあなたが好(す)き
帰(かえ)る場所(ばしょ)なら その胸(むね)
ひとりずつ それが望(のぞ)みなら
地(ち)の果(は)てまで 走(はし)るわ
傷(きず)ついた その羽(はね)を癒(いや)す
SO SWEET てのひらをあげる]"
7,3414998,보아 (BoA),"[Sitting alone 壁に凭れ reminiscence 
Sitting alone 카베니 모타레 reminiscence 
혼자 앉아 벽에 기대어 추억에 잠겨요 

太陽 falling through 木々のすきまから 
타이요 falling through 키기노 스키마카라 
태양이 지나는 나무들 사이로 

Now I’m so sorry こんなにも溢れてる 
Now I’m so sorry 콘나니모 아후레테루 
미안해요 이렇게 당신을 향한 마음이 흘러 넘치고 

甘い香りに 
아마이 카오리니 
달콤한 향기에 
 
気づいて you're my something I’ll be next to you
키즈이테 you're my something I’ll be next to you 
깨닫고보니 그대는 내게 특별해요 내가 곁에 있을게요

am I getting too close I just want you to stay 

ずっといっしょだよ hands-on don't go away 
즛토 잇쇼다요 hands-on don't go away 
계속 함께예요 이 손을 잡고 떠나지 말아요 

you're always here with me 
今、愛の歌両手包み込んで離さないで。 
you're always here with me 
이마 아이노우타 료-테 츠츠미콘데 하나사나이데 
그댄 항상 나와 함께예요
지금 이 사랑의 노래를 양 손에 감싸안고 놓지 말아요

その温もりを変わらずに 
소노 누쿠모리오 카와라즈니 
그 따스함이 변하지 않도록 

now I’m getting you close to me

迷い込んだ子猫のよう It’s embarrassing 
過去も、今も、未来 everyday 
마요이 콘다 코네코노 요- It’s embarrassing 
카코모 이마모 미라이 everyday 
헤매는 이 어린 고양이처럼 당황스러워요
과거도 지금도 미래도 매일 

I’m looking at pictures and know you and then 
どんな日だって 
I’m looking at pictures and know you and then 
돈나 히닷테 
난 어떤 날이라도 당신과 함께하는 걸 
마음 속으로 그릴 수 있어요

青くただ so clear 
아오쿠 타다 so clear 
푸르고도 명확하게요

気づいて you're my something I’ll be next to you 
키즈이테 you're my something I’ll be next to you 
깨닫고보니 그대는 내게 특별해요 내가 곁에 있을게요

am I getting too close I just want you to stay 

ずっといっしょだよ hands-on don't go away 
즛토 잇쇼다요 hands-on don't go away 
계속 함께예요 이 손을 잡고 떠나지 말아요

you're always here with me 
今、愛の歌両手包み込んで離さないで。 
you're always here with me 
이마 아이노우타 료-테 츠츠미콘데 하나사나이데 
그댄 항상 나와 함께예요
지금 이 사랑의 노래를 양 손에 감싸안고 놓지 말아요

その温もりを変わらずに 
소노 누쿠모리오 카와라즈니 
그 따스함이 변하지 않도록 

now I’m getting you close to me 

You are the star 
You are my way 
You are here, my perfect picture (future) 

here I am もうひとつ can I as 
here I am 모- 히토츠 can I as 
난 여기 있어요 조금 더 내가 할 수 있을 만큼, 

Oh am I getting too close 

I just want you to stay 
ずっといっしょだよ and you don’t go away 
I just want you to stay 
즛토 잇쇼다요 and you don’t go away 
그냥 곁에 머물러 주세요 
계속 함께예요 그리고 날 떠나지 말아요 

you're always here with me 
今、愛の歌両手包み込んで離さないで。 
you're always here with me 
이마 아이노우타 료-테 츠츠미콘데 하나사나이데 
그댄 항상 나와 함께예요
지금 이 사랑의 노래를 양 손에 감싸안고 놓지 말아요

その温もりを変わらずに 
소노 누쿠모리오 카와라즈니
그 따스함을 변하지 않게,

and now I’m getting you close to me (close to me) 
 
oh I’ll be next to you 
now I’m getting you close to me 
]"
8,1794871,보아 (BoA),"[Everyone’s telling me, I should be, somebody  I don’t wanna be

VERSE1
I feel you watching, my every move,
the pressures coming down on me 
(I’m much more than the girl next door you see Whoo…)   
Don’t you tell me what to do gonna make my decisions on my own
(Are you ready) cause I’m ready to move up... 

CHORUS
This is who I am. I just wanna be true to myself
(That’s just the way I like it, don’t wanna be somebody else)
If you could understand, why it’s never enough
(I’m gonna make it happen,who says there can’t be girls on top)

A pretty face, sexy waist, pearls &amp; lace,
everybody wants to have a taste 
Fake and superficial, it ain’t what defines a perfect girl

VERSE2
Take the chance today,
doesn’t matter what they say about me anyway
(Get it up...I’ll show you how- Get it up… Let’s do it now)
It’s the point of no return there are lessons that you’ve got to learn
I’ma give it to ya, take it up higher

CHORUS
This is who I am. I just wanna be true to myself
(That’s just the way I like it, don’t wanna be somebody else)
If you could understand, why it’s never enough
(I’m gonna make it happen,who says there can’t be girls on top)

Everyone’s telling me, I should be,
somebody that I don’t wanna be
I won’t ever let them get me. Shake it like the way, I like it... 

Open up your mind we can make it work if we take the time
To realize we’re all the same inside
You can’t judge me by the way that I look on the exterior, no
I just can’t take it anymore
]"
9,16729,보아 (BoA),"[차갑게 부는 바람 속에 시간 속으로 헤매 걸었어 
모래 위에서 지쳐있었지 검어져 가는 피부도 몰래 
지나간 꿈들을 말하는 내 눈속에 거짓을 볼 수 없어 
도저히 잡을 수 없어 갑자기 온 이별 끝에 
투명한 유리잔 속에 일그러져 비치는 
사로잡은 그 두손을 풀고서 그 먼 곳으로 

볼 수만 있어도 난 행복했어 
그 때의 추억으로 깊이 묻혀져 가는 
흔들리는 지금에 매달렸지만 
I gotta Let U go gotta Let U go 
지금도 선명한 그대 모습보며 
내 마음이 너만을 원하고 있어 
사라지는 내 안에 너의 뒷모습 
I gotta Let U go gotta Let U go

이미 바래진 사진 속에는 사라짐 없이 이어진 하늘 
여기 영원히 엮인 저편에 누굴 믿고서 울고 있는지 
이제는 다시 돌아갈 수고 없는 서로 사랑했던 날에 
우리 같은 시간을 새겼었지 아름다운 그대 환상에 
저만히 멀어진 지친 파도에 넘쳐흐른 눈물들 
부서져간 마음속의 조각들을 보여줄께 

볼 수만 있어도 난 행복했어 
그때의 추억으로 깊이 묻혀져 가는 
흔들리는 지금에 매달렸지만 
I gotta Let U go gotta Let U go 
지금도 선명한 그대 모습보며 
내 마음이 너만을 원하고 있어 
사라지는 내 안에 너의 뒷모습 
I gotta Let U go gotta Let U go 

지나간 꿈들은 말하는 내 눈속에 거짓을 볼 수 없어 
도저히 잡을 수 없어 갑자기 온 이별 끝에 
투명한 유리잔 속에 일그러져 비치는 
사로잡은 그 두 손을 풀고서 그 먼곳으로 
볼 수만 있어도 난 행복했어 
그 때의 추억으로 깊이 묻혀져 가는 
흔들리는 지금에 매달렸지만 
I gotta Let U go gotta Let U go 

지금도 선명한 그대 모습보며 
내 마음이 너만을 원하고 있어 
사라지는 내 안에 너의 뒷모습 
I gotta Let U go gotta Let U go 

볼 수만 있어도 난 행복했어 
그 때의 추억으로 깊이 묻혀져 가는 
흔들리는 지금에 매달렸지만 
I gotta Let U go gotta Let U go 

지금도 선명한 그대 모습보며 
내 마음이 너만을 원하고 있어 
사라지는 내 안에 너의 뒷모습 
I gotta Let U go gotta Let U go 
]"
