,artist_id,artist_name,album_id,album_title,song_id,song_title,release_date
0,80259080,Various Artists,4082424,서울체크인 OST,6184973,Girls,2022.12.19
1,80259080,Various Artists,4082424,서울체크인 OST,6184974,"it's Seoul, i'm here",2022.12.19
2,80259080,Various Artists,4082424,서울체크인 OST,6184975,겨울부터 겨울까지,2022.12.19
3,80259080,Various Artists,4082424,서울체크인 OST,6184976,나만의 것,2022.12.19
4,80259080,Various Artists,4082424,서울체크인 OST,6184977,Beautiful Night,2022.12.19
5,80259080,Various Artists,4082424,서울체크인 OST,6184978,체크인 (Check-In),2022.12.19
6,80259080,Various Artists,4082424,서울체크인 OST,6184979,Honey,2022.12.19
7,80259080,Various Artists,4082424,서울체크인 OST,6184980,내 곁에서 떠나지 말아요,2022.12.19
8,80259080,Various Artists,4082424,서울체크인 OST,6184981,How Do I Delete It?,2022.12.19
9,80259080,Various Artists,4082424,서울체크인 OST,6184982,FREE SMILE,2022.12.19
10,80259080,Various Artists,4082424,서울체크인 OST,6184983,다시 자유롭게,2022.12.19
11,80259080,Various Artists,4082424,서울체크인 OST,6184984,Tropical,2022.12.19
12,80259080,Various Artists,4082424,서울체크인 OST,6184985,Girls (Inst.),2022.12.19
13,80259080,Various Artists,4082424,서울체크인 OST,6184986,"it's Seoul, i'm here (Inst.)",2022.12.19
14,80259080,Various Artists,4082424,서울체크인 OST,6184987,겨울부터 겨울까지 (Inst.),2022.12.19
15,80259080,Various Artists,4082424,서울체크인 OST,6184988,나만의 것 (Inst.),2022.12.19
16,80259080,Various Artists,4082424,서울체크인 OST,6184989,Beautiful Night (Inst.),2022.12.19
17,80259080,Various Artists,4082424,서울체크인 OST,6184990,체크인 (Check-In) (Inst.),2022.12.19
18,80259080,Various Artists,4082424,서울체크인 OST,6184991,Honey (Inst.),2022.12.19
19,80259080,Various Artists,4082424,서울체크인 OST,6184992,내 곁에서 떠나지 말아요 (Inst.),2022.12.19
20,80259080,Various Artists,4082424,서울체크인 OST,6184993,How Do I Delete It? (Inst.),2022.12.19
21,80259080,Various Artists,4082424,서울체크인 OST,6184994,FREE SMILE (Inst.),2022.12.19
22,80259080,Various Artists,4082424,서울체크인 OST,6184995,다시 자유롭게 (Inst.),2022.12.19
23,80259080,Various Artists,4082424,서울체크인 OST,6184996,Tropical (Inst.),2022.12.19
24,80259080,Christopher(크리스토퍼),19918891,When I Get Old,95808160,When I Get Old,2022.10.20
25,80259080,청하,20478875,Bare&Rare Pt.1,32588326,XXXX,2022.07.11
26,80259080,청하,20478875,Bare&Rare Pt.1,32588327,Sparkling,2022.07.11
27,80259080,청하,20478875,Bare&Rare Pt.1,32588328,Louder,2022.07.11
28,80259080,청하,20478875,Bare&Rare Pt.1,32588329,Crazy Like You (Feat. BIBI),2022.07.11
29,80259080,청하,20478875,Bare&Rare Pt.1,32588330,California Dream,2022.07.11
30,80259080,청하,20478875,Bare&Rare Pt.1,32588331,Good Night My Princess,2022.07.11
31,80259080,청하,20478875,Bare&Rare Pt.1,32588332,Love Me Out Loud,2022.07.11
32,80259080,청하,20478875,Bare&Rare Pt.1,32588333,Nuh-Uh,2022.07.11
33,80259080,Various Artists,20474847,붉은 단심 OST,32570627,아스라이,2022.06.21
34,80259080,Various Artists,20474847,붉은 단심 OST,32570628,소망은 별이 되어,2022.06.21
35,80259080,Various Artists,20474847,붉은 단심 OST,32570629,It's Red (Feat. 박다울),2022.06.21
36,80259080,Various Artists,20474847,붉은 단심 OST,32570630,새벽에 핀 별 하나,2022.06.21
37,80259080,Various Artists,20474847,붉은 단심 OST,32570631,흘려보낸다,2022.06.21
38,80259080,Various Artists,20474847,붉은 단심 OST,32570632,그리워서,2022.06.21
39,80259080,Various Artists,20474847,붉은 단심 OST,32570633,왕과 나,2022.06.21
40,80259080,Various Artists,20474847,붉은 단심 OST,32570634,Bloody Waltz,2022.06.21
41,80259080,Various Artists,20474847,붉은 단심 OST,32570635,Flamme of love,2022.06.21
42,80259080,Various Artists,20474847,붉은 단심 OST,32570636,명분,2022.06.21
43,80259080,Various Artists,20474847,붉은 단심 OST,32570637,Bitter,2022.06.21
