,artist_id,artist_name,album_id,album_title,song_id,song_title,release_date,song_artist,song_lyrics
0,80057265,현아,4077924,나빌레라,6169824,나빌레라,2022.07.20,현아,"[나빌레라 나나 나빌레라 What
나빌레라 나나 나빌레라 What
나를 봐봐 난 좀 다르잖아 What
Me so fly like a butterfly
나빌레라 (Slay) 나나 나빌레라 (Slay) What
나빌레라 나나 나빌레라 What
(Me so fly like a butterfly)
나를 봐봐 (Slay) 난 좀 다르잖아 (Slay) What
Me so fly like a butterfly
빨간 립스틱을 발라 남긴 메시지
Bubble 하면 Pop 해버리는 Edge
Hot issue issue 느낌 느낌 느낌
Don’t skip, Twerk it uh Work it
나비처럼 날아 네 위에 앉아
여기저기 나의 흔적을 남겨
아름다운 자극을 원한다면
Hallo hallo hallo
자기의 자기라고 자기 건 아니야
Not enough 지금 내 옆이 아니면
Everything is nothing
I don’t give a I don’t give a 쉿!
조용히 날아가 나빌레라
나빌레라 나나 나빌레라 What
나빌레라 나나 나빌레라 What
나를 봐봐 난 좀 다르잖아 What
Me so fly like a butterfly
나빌레라 (Slay) 나나 나빌레라 (Slay) What
나빌레라 나나 나빌레라 What
(Me so fly like a butterfly)
나를 봐봐 (Slay) 난 좀 다르잖아 (Slay) What
Me so fly like a butterfly
다시 태어나도 나는 내가 되고 싶은데
날 덕질하는 Target에 장전하고 Bang
어머나 벌써 자빠져 버렸나
어머나 버릇 나빠져 버렸나
콜라병처럼 내 톡 쏘는 곡선
신의 축복이 나의 온몸을 적셔
뻔한 건 묻지 말아 줘 I know what’s up
Hallo hallo hallo
자기의 자기라고 자기 건 아니야
Not enough 지금 내 옆이 아니면
Everything is nothing
I don’t give a I don’t give a 쉿!
조용히 날아가 나빌레라
나빌레라 나나 나빌레라 What
나빌레라 나나 나빌레라 What
나를 봐봐 난 좀 다르잖아 What
Me so fly like a butterfly
나빌레라 (Slay) 나나 나빌레라 (Slay) What
나빌레라 나나 나빌레라 What
(Me so fly like a butterfly)
나를 봐봐 (Slay) 난 좀 다르잖아 (Slay) What
Me so fly like a butterfly
And you know that she young and wild and free
Ain’t no question she born to be a freak
나빌레라
나빌레라 나나 나빌레라 What
나빌레라 나나 나빌레라 What
나를 봐봐 난 좀 다르잖아 What
Me so fly like a butterfly
나빌레라 (Slay) 나나 나빌레라 (Slay) What
나빌레라 나나 나빌레라 What
(Me so fly like a butterfly)
나를 봐봐 (Slay) 난 좀 다르잖아 (Slay) What
Me so fly like a butterfly]"
1,80057265,현아,4077924,나빌레라,6169825,Bad Dog,2022.07.20,현아,"[툭 까놓고 넌 날 Hate me
밤새 들여다본 메시지
어쩜 그렇게 넌 Bad boy
착하게 좀 굴어 Bad dog
Miss you 뜸한 편지와 너의 Attitude
변한 거 뭔데
I don’t know why I don’t know why
I don’t know why I don’t know why
지난날 맘졸이며 네 생각에 눈물 젖은 티슈
그만 좀 해야겠어 한심한 이 짓도
I don’t know why I don’t know why
I don’t know why I don’t know why
이젠 끝이야 더는 우린 It’s over
I’ll never love again 다시는 죽어도
툭 까놓고 넌 날 Hate me
밤새 들여다본 메시지
어쩜 그렇게 넌 Bad boy
착하게 좀 굴어 Bad dog
난 왜 이 시간에 깨있니
한심하기 짝이 없지
내겐 끝까지 넌 Bad boy
착하게 좀 굴지 Bad dog
어딜 갈지 모르지
않아 새로운 사람 만나면 좀 어때
Live it up Live Live Live it up (Woo Woo)
Live it up Live Live Live it up (Woo Woo Woo)
이렇게 저렇게 해볼래
I don’t care 이젠 네 거 아닌 난데
Live it up Live Live Live it up (Woo Woo)
Live it up Live Live Live it up (Woo Woo Woo)
이젠 끝이야 더는 우린 It’s over
I’ll never love again 다시는 죽어도
툭 까놓고 넌 날 Hate me
밤새 들여다본 메시지
어쩜 그렇게 넌 Bad boy
착하게 좀 굴어 Bad dog
난 왜 이 시간에 깨있니
한심하기 짝이 없지
내겐 끝까지 넌 Bad boy
착하게 좀 굴지 Bad dog
Good bye Bad dog Bad dog
Good bye Bad dog Bad dog
툭 까놓고 넌 날 Hate me
밤새 들여다본 메시지
어쩜 그렇게 넌 Bad boy
착하게 좀 굴어 Bad dog
난 왜 이 시간에 깨있니
한심하기 짝이 없지
내겐 끝까지 넌 Bad boy
끝이야 이젠 널 뱉어]"
2,80057265,현아,4077924,나빌레라,6169826,Picasso & Fernande Olivier,2022.07.20,현아,"[혼자 두지 마 너무 외로우니까
나 홀로 두지 마 증세 심각하니까
나도 알아 내가 좀 이기적인 거란 걸 Woo Woo
오늘은 그냥 날 네가 토닥토닥해 줬으면 해
내가 나쁜 년
네겐 성질머리 고약한 년
더럽게도 빡세지 내게 넌
더 이상 빠지지 말라고
필요할 때 연락할게 놀러 오라고
나랑 꽁냥꽁냥 놀아줘라 심심하다고
막대사탕 하나 두고 나눠먹자 Woo
기분 좋으면 데굴데굴 굴러보자고
오늘은 그냥 날 네가 토닥토닥해 줬으면 해
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
피카소는 하루아침 배신했대
이별 후 정신은 반쯤 나갔다네
내가 맨정신일 리가 없잖아
어서 나랑 놀아줘야 해
1 2 3 4 그려볼래 다
내가 원하는 대로 손을 쫙 펴주면 돼
그냥 꽃반지를 딱 그려 넣을래
내가 좋아하는 거 전부 때려 넣을래
오늘 결혼식도 해볼래 심심하니까
우리 둘이 서로 좋으면 되는 거니까
진지한 건 아냐 우린 예술가니까
네가 놀러 와서 그래 다 좋으니까
오늘은 그냥 날 네가 토닥토닥해 줬으면 해
내가 나쁜 년
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
Picasso &amp; Fernande Olivier
피카소는 하루아침 배신했대
이별 후 정신은 반쯤 나갔다네
내가 맨정신일 리가 없잖아
어서 나랑 놀아줘야 해
혼자 두지 마 너무 외로우니까
나 홀로 두지 마 증세 심각하니까
나도 알아 내가 좀 이기적인 거란 걸 Woo Woo
오늘은 그냥 날 네가 토닥토닥해 줬으면 해]"
3,80057265,현아,4077924,나빌레라,6169827,띵가띵가,2022.07.20,현아,"[띵가띵가
난 말이야
반짝거리는 차가운 보석
봐 줄 시간이 없지
나비야 산책 가자 (으흐흠)
너는 왜 자꾸 물어봐
정신 나간 거 아니냐고
하품 나오는 질문 (하암)
세상은 Rock’n Roll
마음 가는 대로 Oh
길가에 피어있는 꽃 한 송이
예쁘게 꽂아줘요
오른손은 심심해요
왼손으로 때려줘
난 제일가는 Crazy (ha ha ha ha)
(Girl)
Ooh 따지는 건 시시해요
손가락을 들어줘 (Hmm Hmm)
난 제일 예쁜 내 땡땡이
입고 밤새 Dancing Queen
띵가띵가 띵가띵가
(Ay~ Ay~)
저기 저 욕심 가득한
사람들이 난 우스워요
도토리 키재기 같아서
싱그런 풀밭에 발 뻗고 누워
구름 사이로 해가 비추면
난 참을 수 없어요
오른손은 심심해요
왼손으로 때려줘
난 제일가는 Crazy (ha ha ha ha)
(Girl)
Ooh 따지는 건 시시해요
손가락을 들어줘 (Hmm Hmm)
난 제일 예쁜 내 땡땡이
입고 밤새 Dancing Queen
똑같은 얘기들 다 뻔하지
적당히 웃음을 감추라고
난 달라 좋아하는 거
내가 좋아하는 거 다
Uh uh uh uh uh uh
이거 저거 그거 잴 거 없지
느낌 오는 대로 움직이지
볼륨을 올려 조금 더
아니 그것보다 더
DJ 우린 준비됐어
Ooh 오른손은 심심해요
왼손으로 때려줘
난 제일가는 Crazy (ha ha ha ha)
(Girl)
Ooh 따지는 건 시시해요
손가락을 들어줘 (Hmm Hmm)
난 제일 예쁜 내 땡땡이
입고 밤새 Dancing Queen (좋아)
띵가띵가 띵가띵가
(Ay~ Ay~)
띵가띵가 띵가띵가
(Ay~ Ay~)]"
4,80057265,현아,4077924,나빌레라,6169828,Watch Me,2022.07.20,현아,"[난 내 얘기를 할 뿐이야
빠르게 지나가는 시간 속
하루를 살아간다는 게
참 재밌는 일이야
난 꽤나 예민하고
감정 소모가 꽤 많은 아이
가끔은 너무 지쳐 피하고 싶어
예전에 비해 많이 피곤하진 않아 모든 게
오랜 시간을 버텨 왔거든 아파도 모르고
그전에 비해 많은 걸 내가 다 가졌더라지
Um 오늘은
눈물이 눈앞을 가리는지
누군가는 나더러 너무도 부럽다고 말하더라
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
Watch Me Watch Me Watch Me Watch Me 나
Watch Me Watch Me Watch Me Watch Me 나
Watch Me Watch Me Watch Me Watch Me 나
Watch Me 나 Watch Me 나
사람들은 내 얘기를 좋아한대
친구들을 통해 종종 전해 들어 난
잊으려 하지만 기억력이 너무 좋은
전부 내 탓인 것만 같은 내가 싫어
난 오늘은
눈물이 눈앞을 가리는지
누군가는 나더러 너무도 부럽다고 말하더라
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
Watch Me Watch Me Watch Me Watch Me 나
Watch Me Watch Me Watch Me Watch Me 나
Watch Me Watch Me Watch Me Watch Me 나
Watch Me 나 Watch Me 나
누군가와 함께하고 싶고
남은 시간 혼자이긴 싫어
두려움에 뛰어들고 싶고
남은 시간 낭비하기 싫어
미움받긴 싫고 사랑받고 싶어
행복하고 싶어 난 Everything (everything)
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따
따라따라따따 따 따라따라따]"
5,80057265,현아,4027244,I’m Not Cool,6065344,I'm Not Cool,2021.01.28,현아,"[말투와 행동을 꾸민 듯 안 꾸며야 해
That's the way I like it
That's the way I like it
사람들 관심에 Chic하게 무심해야 해
That's the way I like it
That's the way I like it
Money Honey I'm so greedy 그래 그래 그래
Gimme that Gimme that
I'm not pretty 그래 나나나
나도 내 기분 못 맞춰 Rabiosa
나보다 독한 건 없어 Like 살모사
I'm not cool
I'm not cool I'm not
뻔해 That's so funny
뻔해 That's so funny
삐까뻔쩍해 내 정신 상태
Up and down 심한 애
사회적 거리를 둬
새벽이 너무 좋아 Dawn Dawn Dawn
I'm not solo
That's the way I like it
That's the way I like it
Money Honey I'm so greedy 그래 그래 그래
Gimme that Gimme that
I'm not pretty 그래 나나나
나도 내 기분 못 맞춰 Rabiosa
나보다 독한 건 없어 Like 살모사
I'm not cool
I'm not cool I'm not
뻔해 That's so funny
뻔해 That's so funny
Yeah eh eh eh
Yeah eh eh eh
Yeah eh eh 나는 내가 예쁜데
어쩌라고 예쁜데
너는 누가 예쁜데
Yeah eh eh 나는 내가 예쁜데
나는 나를 예뻐해
너도 너를 예뻐해
I'm not cool
I'm not cool I'm not
뻔해 That's so funny
뻔해 That's so funny
좋아 눈치 없이 나대는 리듬이
좋아 염치없이 춤추는 기분이
옳아 둥둥거리는 Kick Drum 리듬이
옳아 쿵쿵거리는 나의 지금이]"
6,80057265,현아,4027244,I’m Not Cool,6065345,GOOD GIRL,2021.01.28,현아,"[나는 말해 I don't care
주위 신경 쓰며 살지 마
난 마릴린 먼로처럼 나를 꿈꾸니까
얼마나 달콤하니 My 데칼코마니
날 더 나답게 만들어
다 내 멋대로 Make it pop
내 멋대로 Make it pop
불만 있으면 떨어져 다
제멋대로 Make it 합
죽이 돼도 뜻대로 가
Gotta keep up 할수록 기뻐
무서워 무서워 마라
하기도 전에 뭘 겁이 나
거울 속에 비춰진 내가
차갑게 보여 내가 나쁘게 보여
자유로워지고 싶어 하늘 높이
나답게 노는 거야 I'm not bad
I'm not that good girl that good girl
I do what I like
다 어울리지 난 이게 내 오리지널
Won't be that good girl that good girl
That everyone likes
나답게 구는 게 왜 나쁜 거야 Wut
나를 위해 지독해져
눈치 보며 살지 마
빨주노초 파랗게 네 맘대로 살아봐
화려한 내 도화지 내일은 뭐 하지
솔직해진 나를 봐
다 내 멋대로 Make it pop
거울 속에 비춰진 내가
차갑게 보여 내가 나쁘게 보여
자유로워지고 싶어 하늘 높이
나답게 노는 거야 I'm not bad
I'm not that good girl that good girl
I do what I like
다 어울리지 난 이게 내 오리지널
Won't be that good girl that good girl
That everyone likes
나답게 구는 게 왜 나쁜 거야 Wut
Good girl
Don't be a Don't be a Don't be a good girl
Good girl
Don't be a Don't be a Don't be a good girl
자유로운 새가 되고 싶지만 (Can't fly)
어디서든 피는 들꽃이 될 거야
나답게 노는 거야 I'm not bad
I'm not that good girl that good girl
I do what I like
다 어울리지 난 이게 내 오리지널
Won't be that good girl that good girl
That everyone likes
나답게 구는 게 왜 나쁜 거야 Wut
Ye ye ye ye Good girl
Ye ye ye ye
Don't be a Don't be a Don't be a good girl
Ye ye ye ye Good girl
Don't be a Don't be a Don't be a
I'm bad girl]"
7,80057265,현아,4027244,I’m Not Cool,6065346,Show Window,2021.01.28,현아,"[요즘 따라 예민해 더
오묘한 감정들이 괴롭히는 날
불필요한 친절은 됐어
다 아는 듯한 말투가 충분히 불친절해
관심 없었잖아 내게
알고 있었어 한두 번도 아니니까
넌 다른 척 웃으며 다가오지 마
속을지도 몰라 나란 애
나와 닮은 저 인형들이
왠지 모르게 슬퍼 보여
아파하지 마 매일 밤 울며 지새우지 마
어김없이 울컥해 이럴 때마다
내일이 매일이 두려워져
Like the show window Ye eh Ye eh
네가 좋아하는 것들로
Like the show window Ye eh
늘 그랬던 것처럼 아무렇지 않게 춤을 춰
두 눈 꼭 감은 채로
날 더듬는 시선들
작게 말해줄래 너무 잘 들리거든
이럴 땐 어떤 표정을
말해봐 잘 안다며 나를
난 몰라 내 감정
어차피 가면 속에 살아가는 피에로
그럼 맞춰 볼래
지금 내 기분 어떨 것 같아 Beep error
나와 닮은 저 인형들이
왠지 모르게 슬퍼 보여
아파하지 마 매일 밤 울며 지새우지 마
어김없이 울컥해 이럴 때마다
내일이 매일이 두려워져
Like the show window Ye eh Ye eh
네가 좋아하는 것들로
Like the show window Ye eh
늘 그랬던 것처럼 아무렇지 않게 춤을 춰
두 눈 꼭 감은 채로
얼마나 지났을까 몇 분 아니 몇 시간
눈을 뜨면 어김없이 날 내려보는 사람들
언제쯤 끝이 날까 이대로 도망칠까
아름답게 반짝이며 나를 내려보는 샹들리에
Like the show window Ye eh Ye eh
네가 좋아하는 것들로
Like the show window Ye eh
늘 그랬던 것처럼 아무렇지 않게 춤을 춰
두 눈 꼭 감은 채로
Like the show window Ye eh Ye eh
Like the show window Ye eh Ye eh
Like the show window]"
8,80057265,현아,4027244,I’m Not Cool,6065347,"Party, Feel, Love (Feat. 던 (DAWN))",2021.01.28,현아,"[무뎌져 My pain
난 너를 보면 타올라
취할 것 같아 Awake
너와 입을 맞추고
이 밤을 새워도 Feel like Rambo
끝을 모르고 We ride
양팔을 내게 두를 땐
천사에게 구원받는 것과 비슷해
계속 남겨줘 이 순간
더 원해 Party Feel Love (Forever)
I can't breathe
Wait till the Party Feel Love
이 분위기에 취해
낮보다 뜨겁게
밤은 길어 Party Feel Love
끝나지 않아 Play again
느껴지는 대로 Move on
I'm on my Party Feel Love
So wait till the Party Feel Love
Cause I'm on my Party Feel Love
Wanna get to know
꺼지지 않아 이 밤은 On and on
서두르지 말고 Slowly
맘을 들켜버린 그 손짓
흐트러진 너의 그 눈빛
알고 싶어 너의 끝까지
화려한 불빛 아래 Lonely
깊어진 이 밤의 틈 사이
가까워진 너의 숨소리
어서 날 감싸줘 두 팔로
Take your 뭐든 Off
거적때기 Off
미쳐보면 어때
아직 Not enough
더 움직여 더 Like this
나눠 발끝부터 전부 Everything
내일 할 일을 미뤄도 Laid back wut
내가 원한 건 Is you
솔직한 단어들로
너를 내게 보여주길 난 바라
네 입술이 나를
부르고 원하고 원하고 원하기를 난 바라
무뎌져 My pain
난 너를 보면 타올라
취할 것 같아 Awake
너와 입을 맞추고
이 밤을 새워도 Feel like Rambo
끝을 모르고 We ride
양팔을 내게 두를 땐
천사에게 구원받는 것과 비슷해
계속 남겨줘 이 순간
더 원해 Party Feel Love
I can't breathe
Wait till the Party Feel Love
이 분위기에 취해
낮보다 뜨겁게
밤은 길어 Party Feel Love
끝나지 않아 Play again
느껴지는 대로 Move on
I'm on my Party Feel Love
So wait till the Party Feel Love
Cause I'm on my Party Feel Love
Wanna get to know
꺼지지 않아 이 밤은 On and on
서두르지 말고 Slowly
맘을 들켜버린 그 손짓
흐트러진 너의 그 눈빛
알고 싶어 너의 끝까지
화려한 불빛 아래 Lonely
깊어진 이 밤의 틈 사이
가까워진 너의 숨소리
어서 날 감싸줘 두 팔로
Wait till the Party Feel Love]"
9,80057265,현아,4027244,I’m Not Cool,6065348,FLOWER SHOWER,2021.01.28,현아,"[I just wanna be your flower 새빨개요 난
향기로운 향기로 벌떼들이 꼬여
혹 시들어도 Don't you worry 다시 피잖아
피어나는 내 Color 시선들이 모여
빤히 나를 바라봐 그런 관심이 난
싫지 않아 싫지 않아 Eh eh
다시 피어나는 꽃 Just gotta let it go OK
Can you hear me now
이제 꽃길로 나 걸어갈 거야
그래 꽃들로 샤워할 거야
Take a flower shower
Woo hoo Woo hoo
Woo hoo Woo hoo
쏟아지는 Flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 Eh eh
Like doomda doomda
Like doomda doomda
Imma be forever young 새파래요 난
봄이 오면 Get set go 새로 피어나요
서두르지 마 계절처럼 돌아오잖아
머리부터 발끝까지 현아는 빨개요
날 좀 내버려 둬봐 마음에 없는 말
Give me your like
Give me your like Eh eh
장미꽃이잖아 Feel이 꽂히잖아 OK
Let's sing this song
이제 꽃길로 나 걸어갈 거야
그래 꽃들로 샤워할 거야
Take a flower shower
Woo hoo Woo hoo
Woo hoo Woo hoo
쏟아지는 Flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 Eh eh
영원할 거라 믿어 어느 날의 꽃처럼
우리는 왜 모르는 걸까
아님 모른 체하는 걸까 Eh eh
질 때 지더라도 활짝 필래
하늘 하늘 하늘에 날리네
Never give up
And I say never say never ooh
Take a flower shower
쏟아지는 Flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 Eh eh]"
